route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
024-154,1411-Collier-Weekday-25,26497-1243354,Outbound-WEST PARK TO MALL AT ROBINSON,0,024 -056,0240135
024-154,1411-Collier-Weekday-25,26498-1243346,Outbound-WEST PARK TO KENNEDY CENTER,0,024 -059,0240126
024-154,1411-Collier-Weekday-25,26500-1243516,Outbound-WEST PARK TO KENNEDY CENTER,0,024 -061,0240126
024-154,1411-Collier-Weekday-25,26501-1243347,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,024 -060,0240134
024-154,1411-Collier-Weekday-25,26502-1243494,Outbound-WEST PARK TO KENNEDY CENTER,0,020 -011,0240126
024-154,1411-Collier-Weekday-25,26503-1243341,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,024 -062,0240134
024-154,1411-Collier-Weekday-25,26504-1243346,Outbound-WEST PARK TO KENNEDY CENTER,0,024 -059,0240126
024-154,1411-Collier-Weekday-25,26505-1243339,Outbound-WEST PARK-PICKFORD MALL AT ROBINSON,0,024 -063,0240134
024-154,1411-Collier-Weekday-25,26506-1243461,Outbound-WEST PARK TO KENNEDY CENTER,0,020 -012,0240126
024-154,1411-Collier-Weekday-25,26508-1243329,Outbound-WEST PARK TO MALL AT ROBINSON,0,024 -064,0240135
024-154,1411-Collier-Weekday-25,26510-1243339,Outbound-WEST PARK TO MALL AT ROBINSON,0,024 -063,0240135
024-154,1411-Collier-Weekday-25,26512-1243329,Outbound-WEST PARK TO MALL AT ROBINSON,0,024 -064,0240135
024-154,1411-Collier-Weekday-25,26514-1243489,Outbound-WEST PARK TO MALL AT ROBINSON,0,024 -065,0240135
022-154,1411-Collier-Weekday-25,26787-1243318,Inbound-McCOY TO DOWNTOWN,1,020 -002,0220039
022-154,1411-Collier-Weekday-25,26788-1243321,Inbound-McCOY TO DOWNTOWN,1,022 -039,0220039
022-154,1411-Collier-Weekday-25,26789-1243325,Inbound-McCOY TO DOWNTOWN,1,022 -040,0220039
022-154,1411-Collier-Weekday-25,26790-1243317,Inbound-McCOY TO DOWNTOWN,1,020 -001,0220039
022-154,1411-Collier-Weekday-25,26791-1243321,Inbound-McCOY TO DOWNTOWN,1,022 -039,0220039
022-154,1411-Collier-Weekday-25,26792-1243325,Inbound-McCOY TO DOWNTOWN,1,022 -040,0220039
022-154,1411-Collier-Weekday-25,26793-1243321,Inbound-McCOY TO DOWNTOWN,1,022 -039,0220039
022-154,1411-Collier-Weekday-25,26794-1243452,Inbound-McCOY TO DOWNTOWN,1,022 -041,0220039
022-154,1411-Collier-Weekday-25,26795-1243460,Inbound-McCOY TO DOWNTOWN,1,022 -042,0220039
022-154,1411-Collier-Weekday-25,26796-1243326,Inbound-McCOY TO DOWNTOWN,1,020 -007,0220039
022-154,1411-Collier-Weekday-25,26797-1243458,Inbound-McCOY TO DOWNTOWN,1,020 -009,0220039
022-154,1411-Collier-Weekday-25,26798-1243540,Inbound-McCOY TO DOWNTOWN,1,022 -043,0220039
022-154,1411-Collier-Weekday-25,26799-1243461,Inbound-McCOY TO DOWNTOWN,1,020 -012,0220039
022-154,1411-Collier-Weekday-25,26800-1243327,Inbound-McCOY TO DOWNTOWN,1,022 -044,0220039
022-154,1411-Collier-Weekday-25,26801-1243344,Inbound-McCOY TO DOWNTOWN,1,020 -013,0220039
022-154,1411-Collier-Weekday-25,26802-1243447,Inbound-McCOY TO DOWNTOWN,1,022 -045,0220039
022-154,1411-Collier-Weekday-25,26803-1243327,Inbound-McCOY TO DOWNTOWN,1,022 -044,0220039
022-154,1411-Collier-Weekday-25,26804-1243446,Inbound-McCOY TO DOWNTOWN,1,022 -046,0220039
022-154,1411-Collier-Weekday-25,26805-1243538,Inbound-McCOY TO DOWNTOWN,1,020 -014,0220039
022-154,1411-Collier-Weekday-25,26806-1243446,Inbound-McCOY TO DOWNTOWN,1,022 -046,0220039
022-154,1411-Collier-Weekday-25,26807-1243447,Inbound-McCOY TO DOWNTOWN,1,022 -045,0220039
022-154,1411-Collier-Weekday-25,26808-1243351,Inbound-McCOY TO DOWNTOWN,1,022 -047,0220039
022-154,1411-Collier-Weekday-25,26809-1243328,Inbound-McCOY TO DOWNTOWN,1,022 -048,0220039
022-154,1411-Collier-Weekday-25,26810-1243318,Outbound-McCOY TO KENNEDY CENTER,0,020 -002,0220040
022-154,1411-Collier-Weekday-25,26811-1243321,Outbound-McCOY TO KENNEDY CENTER,0,022 -039,0220040
022-154,1411-Collier-Weekday-25,26812-1243325,Outbound-McCOY TO KENNEDY CENTER,0,022 -040,0220040
022-154,1411-Collier-Weekday-25,26813-1243317,Outbound-McCOY TO KENNEDY CENTER,0,020 -001,0220040
022-154,1411-Collier-Weekday-25,26814-1243321,Outbound-McCOY TO KENNEDY CENTER,0,022 -039,0220040
022-154,1411-Collier-Weekday-25,26815-1243325,Outbound-McCOY TO KENNEDY CENTER,0,022 -040,0220040
022-154,1411-Collier-Weekday-25,26816-1243321,Outbound-McCOY TO KENNEDY CENTER,0,022 -039,0220040
022-154,1411-Collier-Weekday-25,26817-1243452,Outbound-McCOY TO KENNEDY CENTER,0,022 -041,0220040
022-154,1411-Collier-Weekday-25,26818-1243460,Outbound-McCOY TO KENNEDY CENTER,0,022 -042,0220040
022-154,1411-Collier-Weekday-25,26819-1243326,Outbound-McCOY TO KENNEDY CENTER,0,020 -007,0220040
022-154,1411-Collier-Weekday-25,26820-1243458,Outbound-McCOY TO KENNEDY CENTER,0,020 -009,0220040
022-154,1411-Collier-Weekday-25,26821-1243540,Outbound-McCOY TO KENNEDY CENTER,0,022 -043,0220040
022-154,1411-Collier-Weekday-25,26822-1243461,Outbound-McCOY TO KENNEDY CENTER,0,020 -012,0220040
022-154,1411-Collier-Weekday-25,26823-1243327,Outbound-McCOY TO KENNEDY CENTER,0,022 -044,0220040
022-154,1411-Collier-Weekday-25,26824-1243344,Outbound-McCOY TO KENNEDY CENTER,0,020 -013,0220040
022-154,1411-Collier-Weekday-25,26825-1243447,Outbound-McCOY TO KENNEDY CENTER,0,022 -045,0220040
022-154,1411-Collier-Weekday-25,26826-1243327,Outbound-McCOY TO KENNEDY CENTER,0,022 -044,0220040
022-154,1411-Collier-Weekday-25,26827-1243446,Outbound-McCOY TO KENNEDY CENTER,0,022 -046,0220040
022-154,1411-Collier-Weekday-25,26828-1243538,Outbound-McCOY TO KENNEDY CENTER,0,020 -014,0220040
022-154,1411-Collier-Weekday-25,26829-1243446,Outbound-McCOY TO KENNEDY CENTER,0,022 -046,0220040
022-154,1411-Collier-Weekday-25,26830-1243447,Outbound-McCOY TO KENNEDY CENTER,0,022 -045,0220040
022-154,1411-Collier-Weekday-25,26831-1243351,Outbound-McCOY TO KENNEDY CENTER,0,022 -047,0220040
022-154,1411-Collier-Weekday-25,26832-1243328,Outbound-McCOY TO KENNEDY CENTER,0,022 -048,0220040
041-154,1411-Collier-Weekday-25,41604-1243234,Inbound-BOWER HILL TO DOWNTOWN,1,041 -216,0410021
041-154,1411-Collier-Weekday-25,41605-1243235,Inbound-BOWER HILL TO DOWNTOWN,1,041 -217,0410021
041-154,1411-Collier-Weekday-25,41606-1243236,Inbound-BOWER HILL TO DOWNTOWN,1,041 -218,0410021
041-154,1411-Collier-Weekday-25,41607-1243237,Inbound-BOWER HILL TO DOWNTOWN,1,041 -219,0410021
041-154,1411-Collier-Weekday-25,41608-1243238,Inbound-BOWER HILL TO DOWNTOWN,1,041 -220,0410021
041-154,1411-Collier-Weekday-25,41609-1243239,Inbound-BOWER HILL TO DOWNTOWN,1,041 -221,0410021
041-154,1411-Collier-Weekday-25,41610-1243234,Inbound-BOWER HILL TO DOWNTOWN,1,041 -216,0410021
041-154,1411-Collier-Weekday-25,41611-1243235,Inbound-BOWER HILL TO DOWNTOWN,1,041 -217,0410021
041-154,1411-Collier-Weekday-25,41612-1243236,Inbound-BOWER HILL TO DOWNTOWN,1,041 -218,0410021
041-154,1411-Collier-Weekday-25,41613-1243237,Inbound-BOWER HILL TO DOWNTOWN,1,041 -219,0410021
041-154,1411-Collier-Weekday-25,41614-1243239,Inbound-BOWER HILL TO DOWNTOWN,1,041 -221,0410021
041-154,1411-Collier-Weekday-25,41615-1243551,Inbound-BOWER HILL TO DOWNTOWN,1,041 -223,0410021
041-154,1411-Collier-Weekday-25,41616-1243391,Inbound-BOWER HILL TO DOWNTOWN,1,041 -222,0410021
041-154,1411-Collier-Weekday-25,41617-1243552,Inbound-BOWER HILL TO DOWNTOWN,1,041 -224,0410021
041-154,1411-Collier-Weekday-25,41618-1243542,Inbound-BOWER HILL TO DOWNTOWN,1,041 -225,0410021
041-154,1411-Collier-Weekday-25,41619-1243551,Inbound-BOWER HILL TO DOWNTOWN,1,041 -223,0410021
041-154,1411-Collier-Weekday-25,41620-1243498,Inbound-BOWER HILL TO DOWNTOWN,1,041 -226,0410021
041-154,1411-Collier-Weekday-25,41621-1243553,Inbound-BOWER HILL TO DOWNTOWN,1,041 -227,0410021
041-154,1411-Collier-Weekday-25,41622-1243484,Inbound-BOWER HILL TO DOWNTOWN,1,041 -228,0410021
041-154,1411-Collier-Weekday-25,41623-1243549,Inbound-BOWER HILL TO DOWNTOWN,1,041 -229,0410021
041-154,1411-Collier-Weekday-25,41624-1243499,Inbound-BOWER HILL TO DOWNTOWN,1,041 -230,0410021
041-154,1411-Collier-Weekday-25,41625-1243556,Inbound-BOWER HILL TO DOWNTOWN,1,041 -231,0410021
041-154,1411-Collier-Weekday-25,41626-1243485,Inbound-BOWER HILL TO DOWNTOWN,1,041 -232,0410021
041-154,1411-Collier-Weekday-25,41627-1243335,Inbound-BOWER HILL TO DOWNTOWN,1,041 -233,0410021
041-154,1411-Collier-Weekday-25,41628-1243240,Inbound-BOWER HILL TO DOWNTOWN,1,041 -234,0410021
041-154,1411-Collier-Weekday-25,41629-1243499,Inbound-BOWER HILL TO DOWNTOWN,1,041 -230,0410021
041-154,1411-Collier-Weekday-25,41630-1243241,Inbound-BOWER HILL TO DOWNTOWN,1,041 -235,0410021
041-154,1411-Collier-Weekday-25,41631-1243556,Inbound-BOWER HILL TO DOWNTOWN,1,041 -231,0410021
041-154,1411-Collier-Weekday-25,41632-1243334,Inbound-BOWER HILL TO DOWNTOWN,1,041 -236,0410021
041-154,1411-Collier-Weekday-25,41633-1243485,Inbound-BOWER HILL TO DOWNTOWN,1,041 -232,0410021
041-154,1411-Collier-Weekday-25,41634-1243335,Inbound-BOWER HILL TO DOWNTOWN,1,041 -233,0410021
041-154,1411-Collier-Weekday-25,41635-1243240,Inbound-BOWER HILL TO DOWNTOWN,1,041 -234,0410021
041-154,1411-Collier-Weekday-25,41636-1243334,Inbound-BOWER HILL TO DOWNTOWN,1,041 -236,0410021
041-154,1411-Collier-Weekday-25,41637-1243559,Inbound-BOWER HILL TO DOWNTOWN,1,041 -237,0410021
041-154,1411-Collier-Weekday-25,41638-1243528,Inbound-BOWER HILL TO DOWNTOWN,1,041 -238,0410021
041-154,1411-Collier-Weekday-25,41639-1243560,Inbound-BOWER HILL TO DOWNTOWN,1,041 -239,0410021
041-154,1411-Collier-Weekday-25,41640-1243480,Inbound-BOWER HILL TO DOWNTOWN,1,041 -240,0410021
041-154,1411-Collier-Weekday-25,41641-1243481,Inbound-BOWER HILL TO DOWNTOWN,1,041 -241,0410021
041-154,1411-Collier-Weekday-25,41663-1243234,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -216,0410015
041-154,1411-Collier-Weekday-25,41664-1243235,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -217,0410015
041-154,1411-Collier-Weekday-25,41665-1243236,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -218,0410015
041-154,1411-Collier-Weekday-25,41666-1243237,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -219,0410015
041-154,1411-Collier-Weekday-25,41667-1243238,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -220,0410015
041-154,1411-Collier-Weekday-25,41668-1243239,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -221,0410015
041-154,1411-Collier-Weekday-25,41669-1243234,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -216,0410015
041-154,1411-Collier-Weekday-25,41670-1243235,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -217,0410015
041-154,1411-Collier-Weekday-25,41671-1243236,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -218,0410015
041-154,1411-Collier-Weekday-25,41672-1243237,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -219,0410015
041-154,1411-Collier-Weekday-25,41673-1243239,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -221,0410015
041-154,1411-Collier-Weekday-25,41674-1243551,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -223,0410015
041-154,1411-Collier-Weekday-25,41675-1243391,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -222,0410015
041-154,1411-Collier-Weekday-25,41676-1243552,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -224,0410015
041-154,1411-Collier-Weekday-25,41677-1243542,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -225,0410015
041-154,1411-Collier-Weekday-25,41678-1243551,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -223,0410015
041-154,1411-Collier-Weekday-25,41679-1243498,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -226,0410015
041-154,1411-Collier-Weekday-25,41680-1243553,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -227,0410015
041-154,1411-Collier-Weekday-25,41681-1243484,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -228,0410015
041-154,1411-Collier-Weekday-25,41682-1243549,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -229,0410015
041-154,1411-Collier-Weekday-25,41683-1243499,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -230,0410015
041-154,1411-Collier-Weekday-25,41684-1243556,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -231,0410015
041-154,1411-Collier-Weekday-25,41685-1243485,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -232,0410015
041-154,1411-Collier-Weekday-25,41686-1243335,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -233,0410015
041-154,1411-Collier-Weekday-25,41687-1243240,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -234,0410015
041-154,1411-Collier-Weekday-25,41688-1243499,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -230,0410015
041-154,1411-Collier-Weekday-25,41689-1243241,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -235,0410015
041-154,1411-Collier-Weekday-25,41690-1243556,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -231,0410015
041-154,1411-Collier-Weekday-25,41691-1243334,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -236,0410015
041-154,1411-Collier-Weekday-25,41692-1243485,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -232,0410015
041-154,1411-Collier-Weekday-25,41693-1243335,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -233,0410015
041-154,1411-Collier-Weekday-25,41694-1243240,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -234,0410015
041-154,1411-Collier-Weekday-25,41695-1243334,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -236,0410015
041-154,1411-Collier-Weekday-25,41696-1243559,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -237,0410015
041-154,1411-Collier-Weekday-25,41697-1243528,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -238,0410015
041-154,1411-Collier-Weekday-25,41698-1243560,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -239,0410015
041-154,1411-Collier-Weekday-25,41699-1243480,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -240,0410015
041-154,1411-Collier-Weekday-25,41700-1243481,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -241,0410015
G3-154,1411-Collier-Weekday-25,41841-1243244,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -316,G30027
G3-154,1411-Collier-Weekday-25,41842-1243242,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -317,G30027
G3-154,1411-Collier-Weekday-25,41844-1243243,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -318,G30027
G3-154,1411-Collier-Weekday-25,41846-1243248,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -320,G30027
G3-154,1411-Collier-Weekday-25,41847-1243244,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -316,G30027
G3-154,1411-Collier-Weekday-25,41848-1243242,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -317,G30027
G3-154,1411-Collier-Weekday-25,41849-1243437,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -322,G30027
G3-154,1411-Collier-Weekday-25,41850-1243243,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -318,G30027
G3-154,1411-Collier-Weekday-25,41851-1243248,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -320,G30027
G3-154,1411-Collier-Weekday-25,41853-1243244,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -316,G30027
G3-154,1411-Collier-Weekday-25,41854-1243437,Inbound-MOON FLYER TO DOWNTOWN,1,G3  -322,G30027
G3-154,1411-Collier-Weekday-25,41855-1243245,Outbound-MOON FLYER,0,G3  -324,G30028
G3-154,1411-Collier-Weekday-25,41856-1243246,Outbound-MOON FLYER,0,G3  -325,G30028
G3-154,1411-Collier-Weekday-25,41858-1243247,Outbound-MOON FLYER,0,G3  -326,G30028
G3-154,1411-Collier-Weekday-25,41859-1243278,Outbound-MOON FLYER,0,G3  -323,G30028
G3-154,1411-Collier-Weekday-25,41860-1243279,Outbound-MOON FLYER,0,G3  -327,G30028
G3-154,1411-Collier-Weekday-25,41861-1243245,Outbound-MOON FLYER,0,G3  -324,G30028
G3-154,1411-Collier-Weekday-25,41862-1243441,Outbound-MOON FLYER,0,G3  -329,G30028
G3-154,1411-Collier-Weekday-25,41863-1243247,Outbound-MOON FLYER,0,G3  -326,G30028
G3-154,1411-Collier-Weekday-25,41864-1243440,Outbound-MOON FLYER,0,G3  -330,G30028
G3-154,1411-Collier-Weekday-25,41865-1243278,Outbound-MOON FLYER,0,G3  -323,G30028
G3-154,1411-Collier-Weekday-25,41866-1243279,Outbound-MOON FLYER,0,G3  -327,G30028
G3-154,1411-Collier-Weekday-25,41867-1243439,Outbound-MOON FLYER,0,G3  -328,G30028
G3-154,1411-Collier-Weekday-25,41868-1243441,Outbound-MOON FLYER,0,G3  -329,G30028
026-154,1411-Collier-Weekday-25,51139-1243298,Inbound-CHARTIERS TO DOWNTOWN,1,027 -081,0260022
026-154,1411-Collier-Weekday-25,51140-1243300,Inbound-CHARTIERS TO DOWNTOWN,1,026 -067,0260022
026-154,1411-Collier-Weekday-25,51141-1243302,Inbound-CHARTIERS TO DOWNTOWN,1,026 -068,0260022
026-154,1411-Collier-Weekday-25,51142-1243297,Inbound-CHARTIERS TO DOWNTOWN,1,026 -066,0260022
026-154,1411-Collier-Weekday-25,51143-1243380,Inbound-CHARTIERS TO DOWNTOWN,1,026 -069,0260022
026-154,1411-Collier-Weekday-25,51144-1243300,Inbound-CHARTIERS TO DOWNTOWN,1,026 -067,0260022
026-154,1411-Collier-Weekday-25,51145-1243302,Inbound-CHARTIERS TO DOWNTOWN,1,026 -068,0260022
026-154,1411-Collier-Weekday-25,51146-1243297,Inbound-CHARTIERS TO DOWNTOWN,1,026 -066,0260022
026-154,1411-Collier-Weekday-25,51147-1243380,Inbound-CHARTIERS TO DOWNTOWN,1,026 -069,0260022
026-154,1411-Collier-Weekday-25,51148-1243300,Inbound-CHARTIERS TO DOWNTOWN,1,026 -067,0260022
026-154,1411-Collier-Weekday-25,51149-1243302,Inbound-CHARTIERS TO DOWNTOWN,1,026 -068,0260022
026-154,1411-Collier-Weekday-25,51162-1243304,Inbound-CHARTIERS TO DOWNTOWN,1,027 -091,0260022
026-154,1411-Collier-Weekday-25,51163-1243450,Inbound-CHARTIERS TO DOWNTOWN,1,026 -074,0260022
026-154,1411-Collier-Weekday-25,51164-1243306,Inbound-CHARTIERS TO DOWNTOWN,1,026 -075,0260022
026-154,1411-Collier-Weekday-25,51165-1243451,Inbound-CHARTIERS TO DOWNTOWN,1,026 -073,0260022
026-154,1411-Collier-Weekday-25,51166-1243307,Inbound-CHARTIERS TO DOWNTOWN,1,026 -076,0260022
026-154,1411-Collier-Weekday-25,51167-1243450,Inbound-CHARTIERS TO DOWNTOWN,1,026 -074,0260022
026-154,1411-Collier-Weekday-25,51168-1243306,Inbound-CHARTIERS TO DOWNTOWN,1,026 -075,0260022
026-154,1411-Collier-Weekday-25,51169-1243451,Inbound-CHARTIERS TO DOWNTOWN,1,026 -073,0260022
026-154,1411-Collier-Weekday-25,51177-1243298,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,027 -081,0260032
026-154,1411-Collier-Weekday-25,51178-1243300,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -067,0260032
026-154,1411-Collier-Weekday-25,51179-1243302,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -068,0260032
026-154,1411-Collier-Weekday-25,51180-1243297,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -066,0260032
026-154,1411-Collier-Weekday-25,51181-1243380,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -069,0260032
026-154,1411-Collier-Weekday-25,51182-1243300,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -067,0260032
026-154,1411-Collier-Weekday-25,51183-1243302,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -068,0260032
026-154,1411-Collier-Weekday-25,51184-1243297,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -066,0260032
026-154,1411-Collier-Weekday-25,51185-1243380,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -069,0260032
026-154,1411-Collier-Weekday-25,51187-1243302,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -068,0260032
026-154,1411-Collier-Weekday-25,51200-1243304,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,027 -091,0260032
026-154,1411-Collier-Weekday-25,51201-1243450,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -074,0260032
026-154,1411-Collier-Weekday-25,51202-1243306,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -075,0260032
026-154,1411-Collier-Weekday-25,51203-1243451,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -073,0260032
026-154,1411-Collier-Weekday-25,51204-1243307,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -076,0260032
026-154,1411-Collier-Weekday-25,51206-1243306,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -075,0260032
026-154,1411-Collier-Weekday-25,51207-1243451,Outbound-CHARTIERS-ALLENDALE CRAFTON-INGRAM SHOPPING CENTER,0,026 -073,0260032
027-154,1411-Collier-Weekday-25,51215-1243297,Inbound-FAIRYWOOD TO DOWNTOWN,1,026 -066,0270022
027-154,1411-Collier-Weekday-25,51216-1243299,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -082,0270022
027-154,1411-Collier-Weekday-25,51217-1243298,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -081,0270022
027-154,1411-Collier-Weekday-25,51218-1243299,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -082,0270022
027-154,1411-Collier-Weekday-25,51219-1243298,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -081,0270022
027-154,1411-Collier-Weekday-25,51220-1243299,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -082,0270022
027-154,1411-Collier-Weekday-25,51233-1243500,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -090,0270022
027-154,1411-Collier-Weekday-25,51234-1243305,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -092,0270022
027-154,1411-Collier-Weekday-25,51235-1243500,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -090,0270022
027-154,1411-Collier-Weekday-25,51236-1243305,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -092,0270022
027-154,1411-Collier-Weekday-25,51237-1243307,Inbound-FAIRYWOOD TO DOWNTOWN,1,026 -076,0270022
027-154,1411-Collier-Weekday-25,51238-1243503,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -093,0270022
027-154,1411-Collier-Weekday-25,51239-1243436,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -095,0270022
027-154,1411-Collier-Weekday-25,51240-1243360,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -094,0270022
027-154,1411-Collier-Weekday-25,51241-1243359,Inbound-FAIRYWOOD TO DOWNTOWN,1,027 -096,0270022
027-154,1411-Collier-Weekday-25,51242-1243297,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,026 -066,0270023
027-154,1411-Collier-Weekday-25,51243-1243299,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -082,0270023
027-154,1411-Collier-Weekday-25,51244-1243298,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -081,0270023
027-154,1411-Collier-Weekday-25,51245-1243299,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -082,0270023
027-154,1411-Collier-Weekday-25,51246-1243298,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -081,0270023
027-154,1411-Collier-Weekday-25,51247-1243299,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -082,0270023
027-154,1411-Collier-Weekday-25,51260-1243500,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -090,0270023
027-154,1411-Collier-Weekday-25,51261-1243305,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -092,0270023
027-154,1411-Collier-Weekday-25,51262-1243500,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -090,0270023
027-154,1411-Collier-Weekday-25,51263-1243305,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -092,0270023
027-154,1411-Collier-Weekday-25,51265-1243503,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -093,0270023
027-154,1411-Collier-Weekday-25,51266-1243436,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -095,0270023
027-154,1411-Collier-Weekday-25,51267-1243360,Outbound-FAIRYWOOD CRAFTON-INGRAM SHOPPING CENTER,0,027 -094,0270023
