NAME,LAT,LONG
OVERBROOK STOP,40.384695,-79.995082
OVERLOOK GREEN SENIOR LIVING,40.351661,-80.003200
OXFORD CENTER,40.437982,-79.998412
PALM GARDEN STOP,40.416044,-80.012021
PANYKO'S CHILDRENS CENTER,40.518253,-80.043447
PARK AND RIDE ALPINE VILLAGE,40.428438,-79.721846
PARK AND RIDE AMBRIDGE,40.593460,-80.227133
PARK AND RIDE BELL AVENUE,40.415411,-80.083177
PARK AND RIDE BETHEL PARK,40.333704,-80.030437
PARK AND RIDE BEULAH,40.445532,-79.843204
PARK AND RIDE CARNEGIE,40.403507,-80.093144
PARK AND RIDE CASTLE SHANNON,40.369525,-80.030604
PARK AND RIDE CENTURY III,40.335521,-79.942715
PARK AND RIDE COVENANT COMMUNITY CHURCH,40.400704,-80.064659
PARK AND RIDE CRAFTON,40.435711,-80.067821
PARK AND RIDE DORMONT JUNCTION,40.391554,-80.040602
PARK AND RIDE DUQUESNE,40.372013,-79.844116
PARK AND RIDE EAST ALLEGHENY,40.363754,-79.785791
PARK AND RIDE ELIZABETH,40.273180,-79.885967
PARK AND RIDE FIRST AVENUE GARAGE,40.435582,-79.997123
PARK AND RIDE FOREST HILLS,40.413109,-79.845133
PARK AND RIDE GLENFIELD,40.518634,-80.130868
PARK AND RIDE HAMNETT STATION,40.437377,-79.884987
PARK AND RIDE HEBRON,40.461020,-79.848257
PARK AND RIDE HOLIDAY PARK VFD,40.469101,-79.706016
PARK AND RIDE IDLEWOOD,40.425413,-80.073124
PARK AND RIDE KNIGHTS OF COLUMBUS,40.436955,-80.069090
PARK AND RIDE LARGE,40.293414,-79.915127
PARK AND RIDE LIBRARY,40.287936,-80.021626
PARK AND RIDE MCKEESPORT,40.352220,-79.862008
PARK AND RIDE MEMORIAL HALL,40.366689,-80.014440
PARK AND RIDE MONROEVILLE MALL,40.427608,-79.791686
PARK AND RIDE MOON,40.503598,-80.225290
PARK AND RIDE MT LEBANON,40.380415,-80.042998
PARK AND RIDE MULDOWNEY,40.368640,-79.913392
PARK AND RIDE NEVILLE ISLAND,40.510638,-80.126102
PARK AND RIDE NORTH FAYETTE VFD,40.442194,-80.200056
PARK AND RIDE NORTH PARK POOL,40.586272,-79.994735
PARK AND RIDE NORTH VERSAILLES,40.384287,-79.824395
PARK AND RIDE OLYMPIA,40.323568,-79.837223
PARK AND RIDE PLUM,40.450607,-79.713386
PARK AND RIDE POTOMAC,40.397133,-80.036212
PARK AND RIDE RAVE CINEMA NORTH,40.586275,-80.031302
PARK AND RIDE ROSS,40.507643,-80.030177
PARK AND RIDE ROSS- LOWER LOT,40.509043,-80.029828
PARK AND RIDE SHERADEN,40.452991,-80.054407
PARK AND RIDE SOUTH FAYETTE,40.357076,-80.120291
PARK AND RIDE SOUTH HILLS VILLAGE GARAGE,40.339360,-80.053200
PARK AND RIDE SPRING GARDEN,40.466117,-79.985304
PARK AND RIDE SPRINGDALE TWP VFD,40.549739,-79.801902
PARK AND RIDE ST ANNES,40.360992,-80.028554
PARK AND RIDE SWISSVALE,40.415841,-79.879168
PARK AND RIDE TARENTUM,40.600445,-79.756822
PARK AND RIDE THORN RUN,40.522942,-80.176270
PARK AND RIDE WABASH,40.433880,-80.007650
PARK AND RIDE WASHINGTON JUNCTION,40.353659,-80.027569
PARK AND RIDE WEST GENERAL ROBINSON GARAGE,40.448982,-79.997976
PARK AND RIDE WEST LIBRARY,40.293184,-80.030397
PARK AND RIDE WILKINSBURG,40.446014,-79.888202
PARK AND RIDE WOODVILLE,40.381097,-80.094811
PARK PLACE APARTMENTS,40.308765,-80.011664
PARK TERRACE CARE CENTER,40.484232,-80.013651
PARKWAY CENTER ,40.425503,-80.038369
PARKWAY CENTER MALL,40.423278,-80.042619
PASSAVANT HOSPITAL,40.573404,-80.014192
PASSES/TICKETS - DOWNTOWN SERVICE CENTER,40.441205,-79.997836
PAULSON POOL,40.469523,-79.899380
PAYNE HILL,40.309757,-79.914952
PAYNTER ELEMENTARY,40.381900,-79.952054
PEABODY HIGH SCHOOL,40.467424,-79.922882
PEEBLES ELEMENTARY SCHOOL,40.564618,-80.010410
PENN BREWERY,40.456734,-79.991306
PENN CENTER EAST - MONROEVILLE,40.429896,-79.809304
PENN CENTER WEST - ROBINSON,40.425687,-80.120295
PENN GARDEN DAY CARE CENTER,40.443216,-79.770459
PENN GARRISON,40.443737,-79.998347
PENN HILLS HIGH SCHOOL,40.468202,-79.818431
PENN HILLS SHOPPING CENTER,40.466199,-79.826126
PENN MALL STATION,40.460198,-79.922595
PENN STATE MCKEESPORT,40.346748,-79.833025
PENN STATE MONROEVILLE CENTER,40.429715,-79.732457
PENN STATION,40.443959,-79.992323
PENNANT STOP,40.411566,-80.013118
PENNDOT DRIVER LICENSE CENTER - DOWNTOWN,40.443307,-79.996536
PENNSYLVANIA BIDWELL,40.454024,-80.020995
PENNSYLVANIA INSTITUTE OF CULINARY ARTS,40.442693,-79.999492
PENNSYLVANIA-BIDWELL,40.454761,-80.022450
PERRY SOUTH SENIOR CENTER,40.463922,-80.011756
PERRY TRADITIONAL ACADEMY,40.488885,-80.018733
PERRYSVILLE ELEMENTARY,40.537564,-80.036259
PETERSON EVENT CENTER,40.443381,-79.961570
PHASE IV LEARNING CENTER,40.337905,-79.938087
PHILLIPS ELEMENTARY,40.427753,-79.979229
PHILLIPS POOL,40.391389,-79.990192
PHIPPS CONSERVATORY,40.440805,-79.948217
PHOTO ANTIQUITIES,40.453522,-79.999986
PINE CREEK SHOPPING CENTER,40.585502,-80.036054
PINES PLAZA SHOPPING CENTER,40.548949,-80.035796
PIONEER AVE RAMP STOP,40.412054,-80.008782
PIONEER EDUCATION CENTER,40.402222,-80.009532
PITCAIRN (BROADWAY + BRINTON AVE),40.402211,-79.775262
PITT DENTAL,40.441945,-79.962990
PITT STUDENT UNION,40.444079,-79.954800
PITTSBURGH AIDS CENTER,40.443134,-79.959856
PITTSBURGH BEAUTY ACADEMY,40.439015,-79.999690
PITTSBURGH INST OF AERONAUTICS,40.352480,-79.928422
PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,40.459488,-79.930609
PITTSBURGH MILLS,40.572176,-79.803174
PITTSBURGH PLAYHOUSE,40.436631,-79.962939
PITTSBURGH PUBLIC MARKET,40.450344,-79.986791
PITTSBURGH PUBLIC THEATER,40.442967,-80.001350
PITTSBURGH TECHNOLOGY CENTER,40.431132,-79.959208
PITTSBURGH THEOLOGICAL SEMINARY,40.467533,-79.921395
PITTSBURGH TRIBUNE-REVIEW,40.449349,-80.009564
PITTSBURGH URBAN CHRISTIAN SCHOOL,40.441668,-79.883064
PITTSBURGH ZOO,40.481528,-79.918748
PLAY ACADEMY,40.503653,-80.222421
PLEA AFTER SCHOOL PROGRAM,40.440289,-79.880269
PLEASANT RIDGE APARTMENTS,40.479632,-80.078602
PLUM SENIOR CITIZEN CENTER,40.488992,-79.749393
PNC - FIRST SIDE CENTER,40.435626,-79.996295
PNC PARK,40.447768,-80.004407
PNC PLAZA,40.440739,-80.000392
PNC PLAZA,40.441276,-80.000407
POINT PARK UNIVERSITY,40.438558,-80.002016
POINT PARK UNIVERSITY CHILDRENS SCHOOL,40.438884,-80.001671
POINT STATE PARK,40.441523,-80.006434
POLICE HEADQUARTERS - PITTSBURGH,40.451514,-80.018902
POLICE STATION (PGH) - ZONE 1,40.456093,-80.015353
POLICE STATION (PGH) - ZONE 2,40.443444,-79.980567
POLICE STATION (PGH) - ZONE 3,40.421804,-79.992329
POLICE STATION (PGH) - ZONE 4,40.441810,-79.919905
POLICE STATION (PGH) - ZONE 5,40.470276,-79.908629
POLICE STATION (PGH) - ZONE 6,40.441610,-80.032909
POLISH HILL (DOBSON ST + BRERETON ST),40.456630,-79.967764
POPLAR APARTMENTS,40.429120,-80.058153
POPLAR STOP,40.375370,-80.038585
PORT AUTHORITY POLICE,40.443759,-79.992359
POST OFFICE - MAIN OFFICE,40.458803,-80.023449
POST OFFICE ALLEGHENY,40.454544,-80.005722
POST OFFICE ARSENAL,40.470241,-79.960593
POST OFFICE BELLEVUE,40.498474,-80.056692
POST OFFICE BLOOMFIELD,40.457093,-79.940811
POST OFFICE BROOKLINE,40.394848,-80.021552
POST OFFICE CARNEGIE INSTITUTE,40.441758,-79.956365
POST OFFICE CARSON STREET,40.428830,-79.982047
POST OFFICE CASTLE SHANNON,40.370739,-80.032360
POST OFFICE CORLISS,40.453043,-80.055404
POST OFFICE CRAFTON STATION,40.438325,-80.069419
POST OFFICE DORMONT,40.392612,-80.037411
POST OFFICE EAST LIBERTY,40.460376,-79.916984
POST OFFICE ETNA BRANCH,40.496238,-79.944467
POST OFFICE GLENSHAW,40.530280,-79.961192
POST OFFICE GRANT STREET,40.442419,-79.994469
POST OFFICE HAZELWOOD STATION,40.406091,-79.942997
POST OFFICE HOMESTEAD,40.409248,-79.899513
POST OFFICE HOMEWOOD STATION,40.451599,-79.889770
POST OFFICE MCKEES ROCKS,40.443096,-80.039715
POST OFFICE MCKNIGHT,40.530792,-80.010441
POST OFFICE MOUNT OLIVER BRANCH,40.417606,-79.986463
POST OFFICE MOUNT WASHINGTON,40.430134,-80.007373
POST OFFICE MUNHALL,40.385857,-79.903027
POST OFFICE OBSERVATORY,40.489508,-80.018372
POST OFFICE PLEASANT HILLS,40.346189,-79.953539
POST OFFICE SEWICKLEY,40.537460,-80.179795
POST OFFICE SOUTH HILLS,40.392083,-80.038019
POST OFFICE SOUTH OAKLAND,40.439667,-79.952337
POST OFFICE SQUIRREL HILL STATION,40.436382,-79.923703
POST OFFICE SWISSVALE,40.421045,-79.889878
POST OFFICE UPTOWN STATION,40.438607,-79.986462
POST OFFICE WABASH,40.440912,-80.034806
POST OFFICE WILKINSBURG FINANCE BRANCH,40.444866,-79.885446
POST OFFICE WYLIE STATION,40.444340,-79.978903
POST-GAZETTE,40.440013,-80.006459
POTOMAC STATION,40.397369,-80.036345
PPG 2,40.440311,-80.003604
PPG 3,40.440161,-80.002776
PPG 4,40.439443,-80.002351
PPG 5,40.439281,-80.003042
PPG 6,40.439667,-80.004177
PPG PLACE,40.439791,-80.003251
PPG TOWER,40.440150,-80.004180
PRAISE ASSEMBLY OF GOD,40.372575,-79.807053
PRECIOUS ONES DAY CARE,40.445734,-79.972188
PRESBYTERIAN HOSPITAL,40.441786,-79.961074
PRESBYTERIAN SENIOR CARE,40.524775,-79.826937
PRESIDENTIAL ARMS,40.586461,-80.000520
PRESSLEY STREET HI RISE,40.452344,-79.998653
PROPEL SCHOOL - ANDREW STREET HIGH SCHOO,40.407425,-79.902374
PROPEL SCHOOL - BRADDOCK HILLS,40.413649,-79.854133
PROPEL SCHOOL - HOMESTEAD,40.404861,-79.910643
PROPEL SCHOOL - MCKEESPORT,40.345704,-79.848452
PROPEL SCHOOL - MONTOUR,40.450187,-80.107656
PROPEL SCHOOL - TURTLE CREEK,40.409174,-79.816161
PROSPECT MIDDLE SCHOOL,40.428315,-80.009543
PROSPECT PARK,40.363480,-79.968114
PROVIDENCE CHILD CARE CENTER SOUTH,40.367291,-80.034017
PROVIDENCE FAMILY SUPPORT CTR PROGRAM,40.475444,-80.030555
PROVIDENCE POINT,40.376247,-80.087099
PTI,40.418091,-80.193027
QUINN'S CORNER,40.443611,-80.184001
R&L PERSONAL CARE FACILITY,40.546396,-80.029365
RACEWAY PLAZA,40.387315,-80.093395
RADISSON - GREEN TREE,40.420908,-80.053351
RADISSON - MONROEVILLE,40.430499,-79.792404
RAINBOW'S END CHILD ACADEMY,40.427953,-79.925476
RAND BUILDING,40.446935,-79.949034
REAM POOL,40.431775,-80.013767
RED CROSS BUILDING,40.438908,-80.002726
RED LOBSTER MCKNIGHT ROAD,40.521218,-80.005162
RED ROOM,40.459954,-79.925048
REGENT SQUARE ELEMENTARY,40.435302,-79.896674
REGENT SQUARE THEATER,40.432839,-79.894074
REGIONAL ENTERPRISE TOWER,40.441323,-79.996896
REHABILITATION INSTITUTE OF PITTSBURGH,40.442041,-79.918551
REIZENSTEIN MIDDLE SCHOOL,40.457175,-79.917939
RENAISSANCE,40.443877,-80.002459
REPRESENTATIVE DAVID LEDVANSKY,40.272840,-79.886740
REPRESENTATIVE DAVID MAYERNICK,40.522265,-80.034401
REPRESENTATIVE DON WALKO,40.499194,-80.020681
REPRESENTATIVE FRANK DERMODY,40.540918,-79.817830
REPRESENTATIVE FRANK GIGLIOTI,40.428408,-79.974639
REPRESENTATIVE HARRY REEDSHAW,40.347222,-79.972379
REPRESENTATIVE IVAN ITKIN,40.419748,-79.929222
RESIDENCE INN - NORTH OAKLAND,40.456726,-79.955058
REX THEATER,40.432839,-79.894074
RIDC PARK EAST (BLAWNOX),40.503793,-79.867571
RIDC PARK WEST (ROBINSON),40.457718,-80.198921
RIDGEPOINT,40.339700,-79.984325
RITE-AID - CRAFTON-INGRAM SHOPPING CTR,40.442060,-80.071104
RITE-AID - MCKNIGHT/SIEBERT,40.530442,-80.010030
RITE-AID - MT ROYAL/GLENSHAW,40.524599,-79.962147
RITE-AID - MT WASHINGTON,40.429622,-80.007311
RITE-AID - OVERBROOK,40.382155,-79.995762
RITE-AID - PENN AVE & FIFTH AVE (DOWNTOWN),40.442490,-80.003100
RITE-AID - PINE CREEK SHOPPING CENTER,40.585776,-80.040496
RITE-AID - SMITHFIELD ST AND SIXTH AVE,40.441490,-79.997674
RITZLAND PLAZA,40.461702,-79.840505
RIVER FRONT CENTER,40.438629,-80.005512
RIVERS CASINO,40.446669,-80.019862
RIVERVIEW COMMUNITY ACTION CORP,40.518861,-79.840513
RIVERVIEW HIGH SCHOOL,40.525953,-79.843896
RIVERVIEW POOL,40.484350,-80.014660
ROBERT MORRIS UNIVERSITY - DOWNTOWN PGH,40.438654,-79.993296
ROBERT MORRIS UNIVERSITY - MOON CAMPUS,40.519755,-80.217810
ROBINSON TOWNE CENTER,40.449689,-80.162239
RODMAN DAY CARE,40.464563,-79.920854
ROGERS MIDDLE SCHOOL,40.469246,-79.931024
ROHRICH CADILLAC,40.401737,-80.022177
ROHRICH TOYOTA,40.405354,-80.018806
RONALD MCDONALD HOUSE,40.455923,-79.938626
ROOSEVELT ELEMENTARY,40.401104,-79.989255
ROSEDALE CHILD CARE,40.449141,-79.884088
ROSEDALE TECHNICAL INSTITUTE,40.450163,-80.107638
ROSLYN STATION,40.419373,-79.886393
ROSS GARAGE,40.501250,-80.021835
ROSS PARK MALL,40.544431,-80.007533
ROSS TOWNE CENTER,40.537416,-80.013204
ROUTE 51 CLOVERLEAF,40.342465,-79.964766
ROYAL OAK NURSERY SCHOOL,40.574703,-79.960470
ROYAL YORK,40.452848,-79.953945
SAINT ANDREWS LUTHERAN CHURCH,40.453750,-79.944714
SALVATION ARMY - DOWNTOWN PGH,40.437470,-79.999086
SALVATION ARMY CHILD CARE CENTER - E LIB,40.462486,-79.924350
SANDCASTLE,40.402285,-79.922126
SANDY CREEK APTS STOP,40.296502,-80.030352
SANFORD-BROWN INSTITUTE,40.442863,-79.996327
SARAH STOP,40.315462,-80.029940
SAVE-A-LOT - WILKINSBURG,40.442874,-79.885197
SCHAEFFER ELEMENTARY,40.437755,-80.055906
SCHEDULE RACK - DOWNTOWN SERVICE CENTER,40.441205,-79.997836
SCHEDULE RACK - GATEWAY CENTER,40.441035,-80.004468
SCHEDULE RACK - STEEL PLAZA "T" STATION,40.440076,-79.995276
SCHEDULE RACK - WOOD ST "T" STATION,40.442326,-79.999618
SCHENLEY AT REIZENSTEIN,40.457476,-79.917412
SCHENLEY GARDENS,40.457008,-79.955202
SCHENLEY HEIGHTS COMMUNITY DEVELOPMENT,40.448738,-79.961574
SCHENLEY HIGH SCHOOL,40.457476,-79.917412
SCHENLEY HIGH SCHOOL CHILD CARE,40.449324,-79.955053
SCHENLEY PARK - OAKLAND SIDE,40.435083,-79.946256
SCHENLEY PARK - SQUIRREL HILL SIDE,40.432847,-79.936523
SCHENLEY POOL - DORMONT,40.387597,-80.049662
SCHILLER MIDDLE SCHOOL,40.456413,-79.993121
SCHOOL FOR BLIND CHILDREN,40.451278,-79.954050
SCIENCE CENTER,40.445521,-80.017676
SECONDARY OPTIONS CENTER,40.469082,-79.962759
SENECA PLACE NURSING HOME,40.477659,-79.639970
SENIOR CITIZEN CENTER AT THE Y,40.565797,-79.998885
SETON LA SALLE HIGH SCHOOL,40.386043,-80.026277
SETON SENIOR CENTER,40.403252,-80.015621
SETTLER'S RIDGE,40.438081,-80.148965
SETTLERS PLACE APARTMENTS,40.440314,-80.213038
SEVILLE SQUARE,40.420464,-79.841697
SEWICKLEY (BEAVER ST + BROAD ST),40.540255,-80.180408
SEWICKLEY VALLEY HOSPITAL,40.542477,-80.178197
SHADY LANE SCHOOL,40.448012,-79.894558
SHADYSIDE HOSPITAL,40.455386,-79.939080
SHALER HIGH SCHOOL,40.518004,-79.971242
SHALER HIGHLANDS,40.519675,-79.948434
SHALER INTERMEDIATE SCHOOL,40.527263,-79.963260
SHARPSBURG (MAIN ST + CANAL ST),40.494572,-79.932609
SHEETZ - PERRY HIGHWAY,40.522265,-80.034401
SHEETZ - PITCAIRN/MONROEVILLE,40.401397,-79.780187
SHEPARD ELEMENTARY,40.428956,-80.144481
SHERADEN ELEMENTARY SCHOOL,40.455224,-80.060235
SHERADEN POOL,40.453794,-80.060900
SHERADEN SENIOR CENTER,40.455090,-80.058157
SHERADEN STATION,40.452928,-80.053805
SHERATON HOTEL (STATION SQUARE),40.434201,-80.006729
SHIRAS,40.403921,-80.030278
SHOP 'N SAVE - HILL DISTRICT,40.442756,-79.981939
SHOP 'N SAVE - KENMAWR PLAZA,40.475705,-80.098950
SHOP 'N SAVE - LAWRENCEVILLE,40.483408,-79.948134
SHOP 'N SAVE - LIBRARY ROAD,40.338190,-80.031219
SHOP 'N SAVE - NOBLE MANOR,40.427312,-80.053129
SHUMAN CENTER,40.481742,-79.903699
SHUR SAVE - BLOOMFIELD,40.463612,-79.952832
SIDNEY SQUARE PERSONAL CARE RESIDENCE,40.429411,-79.976179
SIX PENN,40.442737,-80.002153
SKYTOP VILLAGE,40.364524,-79.964733
SKYVUE TERRACE,40.468744,-79.994561
SMALL WONDERS AT THE UPMC,40.456726,-79.955058
SMILING FACES CHILD CARE AND LEARNING,40.465585,-80.061530
SMITH ROAD STOP,40.357890,-80.027445
SOFTWARE ENGINEERING INSTITUTE,40.446556,-79.950816
SOLDIERS AND SAILORS MEMORIAL HALL,40.444392,-79.955531
SONSHINE CHRISTIAN CENTER,40.444005,-79.882855
SOUTH BANK STATION,40.392491,-79.998388
SOUTH HILLS JUNCTION STATION,40.421020,-80.006666
SOUTH HILLS VILLAGE MALL,40.339878,-80.058007
SOUTH HILLS VILLAGE RAIL CENTER,40.340418,-80.052827
SOUTH HILLS VILLAGE STATION,40.338719,-80.051542
SOUTH PARK ROAD STOP,40.328073,-80.030431
SOUTH SIDE (E CARSON ST + S 18TH ST),40.428756,-79.980589
SOUTH SIDE CHILDRENS CENTER,40.429224,-79.980517
SOUTH SIDE WORKS,40.427451,-79.968433
SOUTH SIDE WORKS THEATER,40.427953,-79.966684
SOUTH VO TECH,40.428364,-79.988930
SOUTHLAND SHOPPING CENTER,40.328728,-79.944648
SOUTHSIDE WORKS,40.428356,-79.967054
SPAGHETTI WAREHOUSE,40.455597,-79.979267
SPICE FOR KIDS - GRTR BETHLEHEM TEMPLE,40.463327,-79.912305
SPRING GARDEN ELEMENTARY,40.466876,-79.985232
SPRING HILL ELEMENTARY SCHOOL,40.465725,-79.988571
SPRINGDALE HIGH SCHOOL,40.547892,-79.783490
SPRINGDALE JUNIOR HIGH SCHOOL,40.547826,-79.783238
SPRINGHILL SUITES - BAKERY SQUARE,40.457474,-79.917412
SPRINGHILL SUITES - NORTH SHORE,40.448335,-80.004472
SPRINGHOUSE VILLAGE,40.327577,-80.136942
SQUIRREL HILL (FORBES AVE + MURRAY AVE),40.438062,-79.922988
SQUIRREL HILL THEATER,40.428676,-79.920306
ST ANDREW DAY SCHOOL,40.502017,-80.204829
ST ANNE'S STOP,40.361140,-80.029892
ST CLAIR HOSPITAL - EMERGENCY ROOM ENT,40.378198,-80.064749
ST CLAIR HOSPITAL - MAIN ENTRANCE,40.376447,-80.067481
ST CLAIR POOL,40.408448,-79.974981
ST CLAIR VILLAGE,40.410958,-79.973724
ST FRANCIS NURSING CENTER,40.471107,-79.920367
ST JAMES ELEMENTARY SCHOOL,40.440490,-79.885346
ST JOSEPH NURSING AND HEALTH CARE,40.463987,-79.937643
ST MARGARET MARY CHILD CARE CENTER,40.515957,-80.219773
ST MARGARET'S HOSPITAL,40.489650,-79.895235
ST MARY OF MERCY,40.439670,-80.004828
ST PIUS RESIDENCE,40.395292,-80.030407
ST. JUSTIN PLAZA,40.426911,-80.006717
ST. NICHOLAS GREEK ORTHODOX CHURCH (OAKL,40.444315,-79.949911
ST. PAULS CATHEDRAL,40.447107,-79.949682
STATION SQUARE,40.433061,-80.004867
STATION SQUARE T STATION,40.431559,-80.003582
STEEL PLAZA STATION,40.440076,-79.995276
STEEL VALLEY HIGH SCHOOL,40.388559,-79.901512
STEELVIEW MANOR,40.353012,-79.843848
STEPPING STONES CHILDRENS CENTER,40.632563,-79.939082
STEPPING STONES CHILDRENS CTR - WEXFORD,40.621638,-80.045810
STERLING MEDICAL OFFICE,40.449795,-79.950738
STERNBERGER PAINT,40.375077,-79.982979
STERRETT MIDDLE SCHOOL,40.446565,-79.905197
STEVENS CHILD CARE,40.520303,-80.162226
STEVENS ELEMENTARY,40.443249,-80.041717
STEVENSON STOP,40.399383,-80.033680
STEWARTS HOUSE OF LITTLE PEOPLE,40.473639,-80.056051
STRIP DISTRICT (LIBERTY AVE + 17TH ST),40.449152,-79.985394
STUDENT ACHIEVEMENT CTR (LETSCHE SCHOOL),40.455523,-79.888100
SUBMARINE - NORTH SHORE,40.445521,-80.017676
SUBURBAN GENERAL HOSPITAL,40.496676,-80.060305
SUNNY DAYS CHILD CARE AND LEARNING CTR,40.396314,-80.046315
SUNNYSIDE ELEMENTARY,40.480906,-79.934042
SUNSHINE DAY CARE,40.437692,-79.972648
SWISSVALE PUBLIC LIBRARY,40.422908,-79.891034
SWISSVALE STATION,40.415241,-79.878737
SYCAMORE CREEK NURSING CENTER,40.490853,-80.111256
SYCAMORE ESTATES INC,40.382092,-79.856522
TAMBELLINI - DOWNTOWN,40.443230,-80.000266
TAMBELLINI - HIGHLAND PARK,40.476445,-79.921690
TAMBELLINI - ROUTE 51,40.411256,-80.006701
TARENTUM (4TH AVE + CORBET ST),40.602333,-79.751950
TARGET - BLAZIER PLAZA/WEXFORD,40.587563,-80.027842
TARGET - EAST LIBERTY,40.460661,-79.922742
TARGET - HARMARVILLE,40.536994,-79.839150
TARGET - MCKNIGHT,40.525948,-80.007563
TARGET - THE POINTE,40.449952,-80.183266
TARGET - WATERFRONT,40.409478,-79.913613
TARGET - WEST MIFFLIN,40.347751,-79.951643
TEECE APARTMENTS,40.496227,-80.052420
TEECE HOUSE,40.498474,-80.056692
TENDER CARE LEARNING CENTER-BETHEL PARK,40.333611,-80.024085
TENDER CARE LEARNING CENTER-GREEN TREE,40.420908,-80.053351
TENDER CARE LEARNING CENTER-MCKNIGHT,40.561059,-80.039413
TENDER CARE LEARNING CENTER-PLUM,40.455005,-79.710853
TENDER CARE LEARNING CENTER-ROSS,40.521917,-80.005335
TENDER CARE LEARNING CENTER-WEST END,40.390784,-80.073824
THE BABY CARRIAGE,40.304177,-79.942127
THE CHILDRENS CENTER OF PITTSBURGH,40.435637,-79.961359
THE EARLY LEARNING INSTITUTE OHIO VALLEY,40.488798,-80.116113
THE EARLY LEARNING INSTITUTE TURTLE CREE,40.405324,-79.827885
THE EARLY YEARS INC,40.618306,-79.904842
THE GLEN MONTESSORI SCHOOL,40.512013,-80.103282
THE HILL HOUSE ASSOCIATION CHILD CARE,40.443444,-79.980567
THE KENMAWR,40.455723,-79.922219
THE LEARNING TREE SCHOOLS,40.427586,-79.976349
THE PENNSYLVANIAN,40.443926,-79.993342
THE POLO CLUB,40.510005,-80.212462
THE PRIORY,40.452352,-79.998037
THE RACQUET CLUB,40.431077,-79.787301
THE RED BALLOON DAY CARE CENTER,40.395048,-80.097047
THE RESIDENCES OF SOUTH HILLS,40.344024,-79.980919
THE SCHOOL HOUSE,40.456273,-80.001289
THERAPEUTIC PARENTS AND CHILDRENS CENTER,40.459301,-79.925089
THORN RUN APARTMENTS,40.524734,-80.192043
THREE RIVERS CENTER FOR INDEPENDENT LIVING,40.438706,-79.881187
TODDLERS PATCH CHILDCARE CENTER,40.391346,-79.986612
TOLATR ACADEMY,40.476338,-79.924147
TOT SPOT CHILD CARE AND LEARNING CENTER,40.430351,-80.065573
TOWNE TOWERS NORTH (CORBET COURT),40.546593,-80.020469
TOWNSHIP OF UPPER SAINT CLAIR,40.331893,-80.069906
TRADER JOE'S - EAST LIBERTY,40.459806,-79.920838
TRADER JOE'S - MT LEBANON,40.352138,-80.050585
TRAFFORD (BRINTON AVE + 5TH ST),40.385698,-79.760700
TRAIN UP A CHILD DAYCARE AND LEARNING,40.457783,-80.078147
TRAINING WHEELS CHILD DAY CARE CENTER,40.455693,-80.022717
TRAYMORE STOP,40.411725,-80.012326
TRIANGLE TECHNICAL INSTITUTE,40.462286,-80.013315
TRINTY CATHEDRAL,40.441109,-79.997087
TROY HILL LOOP,40.469271,-79.978593
TURNER ELEMENTARY SCHOOL,40.449401,-79.865147
TURTLE CREEK SENIOR CENTER,40.405324,-79.827885
TUSCANY APARTMENTS,40.387479,-80.043812
TUTOR TIME OF BETHEL PARK,40.342106,-80.016254
TWO CHATHAM CENTER,40.438802,-79.990949
UANSA VILLAGE,40.470504,-80.054525
UNDERCLIFF VFD,40.513512,-79.958473
UNION STATION CAFE,40.471496,-79.926293
UNIVERSITY CHILD DEVELOPMENT CENTER,40.447211,-79.945371
UNIVERSITY OF PITTSBURGH - FIFTH AVENUE,40.444932,-79.953489
UNIVERSITY OF PITTSBURGH - FORBES AVENUE,40.443548,-79.952856
UNIVERSITY OF PITTSBURGH POLICE,40.438462,-79.961245
UPMC CHILDRENS HOSPITAL,40.465925,-79.953561
UPMC EAST,40.436933,-79.758325
UPMC HEADQUARTERS - US STEEL BLDG,40.441471,-79.995492
UPMC MERCY - SOUTH SIDE OUTPATIENT CENTE,40.425432,-79.977365
UPMC MONTIFIORE HOSPITAL,40.440602,-79.961928
UPMC PASSAVANT,40.573437,-80.014358
UPMC PASSAVANT CHILD DEV CTR,40.573626,-80.016148
UPMC PRESBYTERIAN,40.441860,-79.961074
UPMC SHADYSIDE,40.455375,-79.939062
UPMC ST. MARGARET,40.488663,-79.896350
UPMC WESTERN PSYCHIATRIC INSTITUTE,40.443561,-79.959799
UPPER ST CLAIR LIBRARY,40.331893,-80.069906
US AIR FORCE BASE (911TH AIRLIFT WING),40.498602,-80.207824
US STEEL TOWER,40.441471,-79.995492
USW BUILDING,40.439580,-80.005293
VA HOSPITAL - HJ HEINZ CENTER,40.495731,-79.889896
VA HOSPITAL - LEECH FARM,40.479347,-79.897787
VA HOSPITAL - OAKLAND,40.447357,-79.960012
VANN ELEMENTARY SCHOOL,40.450207,-79.971134
VENTURES IN PEOPLE,40.346556,-79.854724
VERIZON - DOWNTOWN,40.440161,-80.004846
VERONA (ALLEGHENY RIVER BLVD + SOUTH AVE,40.504864,-79.843145
VET TECH INSTITUTE/MEDIAN SCHOOL,40.443712,-80.000216
VILLAGE OF EASTSIDE,40.458351,-79.918063
VILLAGE SHOPPING CENTER,40.378798,-79.879997
VILLAGE SQUARE,40.347709,-80.046756
VINCENTIAN CHILD CARE,40.556403,-80.022373
VINCENTIAN HOME,40.558877,-80.024996
